target.phenotype	p.value.threshold	Freq_ai_allSexes	Freq_cpd_allSexes	Freq_dpw_allSexes	Freq_sc_allSexes	Freq_si_allSexes	Freq_ai_females	Freq_cpd_females	Freq_dpw_females	Freq_sc_females	Freq_si_females	Freq_ai_males	Freq_cpd_males	Freq_dpw_males	Freq_sc_males	Freq_si_males
SU_DSM5cannabisUD_0or1vs2or3	S4	-0.0485062695133407	0.00465367867363978	0.0287562870200131	-0.00498230882195113	0.0448132020317878	-0.0158281135095638	-0.0227074271377664	0.0219186642512352	0.0202516911080206	0.0766929630441568	-0.0934722293774569	0.0405698186110288	0.0442888128498219	-0.0172271952559251	0.0275024711664473
SU_cannabis_ever	S4	-0.00897715096524872	-0.0317118853647985	0.0458200855877463	-0.0107914231811667	0.0749290536262045	-0.0272267273658509	-0.00622012255510335	0.0304722594061033	0.00260276677116231	0.0908431895291485	0.010600947999866	-0.0571769089902398	0.0756163058253465	-0.0177800350367726	0.0704437253321445
SU_cannabis_onset	S4	-0.00865002971654237	-0.058174596226569	0.061193509729956	-0.00191972021223617	-0.0619737607247108	-0.0156742912642963	-0.0871697601791531	0.032959853960046	0.0183176886812042	-0.0411758582490553	-0.00269446918264741	-0.0265723361559977	0.0861457398242367	-0.00107950054807213	-0.0575546442137979
SU_cannabis_abuse_onset	S4	0.0283486812315557	0.00286855810929317	0.209948752410295	0.0270603000676963	-0.0993053763519761	0.131801700682203	0.0448143565794323	0.153188944385903	0.0558034979395382	-0.105816905690767	-0.0277192498020304	-0.028862630228647	0.25212143014643	0.00979195834216457	-0.0856863533577862
SU_cannabis_dependence_onset	S4	-0.031685986881801	-0.0991333287330944	0.139477745950355	0.0437445866090677	-0.0921188604397882	0.0367449796324414	-0.023809247006735	0.104369668824799	-0.0712670486894509	0.0639555476401386	-0.0531304778372808	-0.150098222378555	0.17059795281963	0.124188170923031	-0.169753846272056
SU_cannabis_use_disorder_onset	S4	-0.0182088388242473	-0.0533845011990088	0.19404262234354	0.0183984644510345	-0.0862251401053144	-0.00514172573190199	0.0244541892587876	0.152749396298312	0.0202274663838831	-0.0543688794383666	-0.0163084548662126	-0.115313941468394	0.228746138144533	0.0184916334532226	-0.0929867846194146
SU_DSM4alcoholAbuse_ori	S5	-0.00887975148936374	-0.0295288374208123	0.026826510802864	-0.0645986994310974	0.0576369687841403	-0.028171768924509	0.00498902922335723	0.0236865780678551	-0.083828441052514	0.0614765206425125	0.00424042070651861	-0.0587601155046151	0.0326351366877581	-0.0223408061708653	0.0617583153169999
SU_DSM4alcoholDepend_ori	S5	-0.0272057865425991	-0.0358438467766585	0.0239425193120873	-0.0550495264535841	0.0439517062908345	-0.0465134180339044	-0.0290692185316321	0.0034176844432073	-0.0599884782855802	0.0518211684768681	-0.0188601906084359	-0.028093825593816	0.0502466913168871	-0.0278423565751131	0.0441014123727261
SU_DSM4cannabisAbuse_ori	S5	-0.035289521556397	0.00547625298558832	0.0316330264947096	-0.0169910661543475	0.0416167260666064	-0.0105694382750396	-0.0326540013693576	0.000650159522423691	-0.00405045906630356	0.0647760538089614	-0.0766645042169757	0.0603575789513497	0.0643295230231136	-0.00933107419038207	0.0288415018467925
SU_DSM4cannabisDepend_ori	S5	-0.0363828277155392	-0.00272628483142388	-0.00531793830428497	-0.00387971302656288	0.0620469286573463	-0.0165013606189535	-0.0168017929800989	-0.0108648903783458	0.0154476052171371	0.0822422428515234	-0.0695069730918034	0.0216181081250764	0.000925388698156893	-0.00873335586856188	0.0499067264266776
SU_DSM5alcoholUD_ori	S5	-0.043204424038602	-0.0182253666230558	0.0448849558555859	-0.070408113638852	0.0796130245385454	-0.0687415199148179	0.00544455458470111	0.031011725122972	-0.083088954592723	0.0719651298101676	-0.0283214927061869	-0.0261867149581961	0.067718530273955	-0.0262284120849493	0.0990161384074159
SU_DSM5alcoholUD_0or1vs2or3	S5	-0.0287898744969499	-0.0283666191088385	0.0503241447158995	-0.0446105514211233	0.0534719737787407	-0.0518788133407445	-0.00973418626402569	0.0330957910198016	-0.0630323380078169	0.0410016392954736	-0.0162934343094393	-0.0321648803921592	0.0738791983143376	0.000425895528012176	0.0791227925098669
SU_DSM5cannabisUD_ori	S5	-0.0530513910420922	-0.00521268358666456	0.0337602958616503	-0.00245200142777295	0.0538700905346122	-0.0307447610544345	-0.0493216650512225	0.00702676529164788	0.0240680434762641	0.0897221930583035	-0.0931660890537972	0.0566321062943915	0.0632317503180675	-0.00965736181521981	0.0256123210432815
SU_DSM5cannabisUD_0or1vs2or3	S5	-0.0564910629259352	0.0115158438821576	0.0094038780856624	-0.00343682788135419	0.0624764979562116	-0.0430323025877609	-0.0267732154391863	-0.00603769548783941	0.0213982433851661	0.095794035952178	-0.086294231060628	0.0636072358106044	0.0256599299415682	-0.00981746662116995	0.0406715540157374
SU_cannabis_ever	S5	-0.0118694971482536	-0.050327600274519	0.0690423813029388	-0.0403762977489078	0.0849570838509427	-0.047342684729943	-0.0325158492584423	0.0429297985800321	-0.0270422566920225	0.0951868986375037	0.0285856124179258	-0.0571541723726873	0.104400863646857	-0.041278329423607	0.0809139377150874
SU_cannabis_onset	S5	-0.000820304299659322	-0.026846548528783	0.0166848636739649	-0.0130859381137646	-0.0796457463535928	-0.0101458421094853	-0.0418008597860865	-0.0159957691511621	0.0221890103135295	-0.0540708821970889	-0.00595321389520126	-0.00481493059099538	0.0468290296355987	-0.0180585209721849	-0.0801848374559649
SU_cannabis_abuse_onset	S5	0.0522882085396391	0.0624289557331506	0.119912417872806	0.012187920121654	-0.0891996078325965	0.20435304756751	0.0654693395547099	-0.0346463933219141	0.0893148871323981	-0.093075569016223	-0.0511001031322098	0.0499876248792855	0.219232112328394	-0.0463599784023585	-0.080669452637473
SU_cannabis_dependence_onset	S5	0.0328153473603392	-0.0689997807965623	0.0837073697808284	0.0489873058947589	-0.0901519772822117	0.0860775251739553	-0.0103646553336405	0.00187474385879803	0.00699011638780409	-0.0512340714554376	-0.0185060311668059	-0.119493330696526	0.147308651216573	0.0690077200416429	-0.0880523715769006
